Participant,Time,Study,Instructions,Version,Word,Consistency_H,Orthography,Measure,Score,WASImRS,TOWREsweRS,TOWREpdeRS,CC2regRS,CC2irregRS,CC2nwRS,WASIvRS,BPVSRS,zTOWREsweRS,zTOWREpdeRS,zCC2regRS,zCC2irregRS,zCC2nwRS,zWASIvRS,zBPVSRS,mean_z_vocab,mean_z_read,zConsistency_H
EOF001,1,Study1&2,explicit,a,Accolade,1.914239347,absent,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.41071530486253555
EOF001,1,Study1&2,explicit,a,Cataclysm,3.506007504,present,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,1.174130885981249
EOF001,1,Study1&2,explicit,a,Contrition,1.748689844,absent,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.5755448989663154
EOF001,1,Study1&2,explicit,a,Debacle,2.900838647,present,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.571593667469887
EOF001,1,Study1&2,explicit,a,Dormancy,1.626308892,absent,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.6973936649163659
EOF001,1,Study1&2,explicit,a,Epigram,1.382233748,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.9404074232623612
EOF001,1,Study1&2,explicit,a,Foible,2.705198683,present,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.3768044638043338
EOF001,1,Study1&2,explicit,a,Fracas,3.144334493,absent,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.8140306469523111
EOF001,1,Study1&2,explicit,a,Lassitude,0.904820246,present,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-1.41574484396319
EOF001,1,Study1&2,explicit,a,Luminary,1.098593129,absent,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-1.2228146021055066
EOF001,1,Study1&2,explicit,a,Nonentity,3.968139062,absent,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,1.6342528177739855
EOF001,1,Study1&2,explicit,a,Platitude,0.904820246,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-1.41574484396319
EOF001,1,Study1&2,explicit,a,Propensity,1.686189844,absent,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.6377731113426838
EOF001,1,Study1&2,explicit,a,Raconteur,3.824533407,absent,Sem_all,2,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,1.4912716466093856
EOF001,1,Study1&2,explicit,a,Syncopation,3.0436450330000002,present,Sem_all,3,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.7137790453372416
EOF001,1,Study1&2,explicit,a,Veracity,2.869383714,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.5402755194537521
EOF001,2,Study1&2,explicit,a,Accolade,1.914239347,absent,Sem_all,0,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.41071530486253555
EOF001,2,Study1&2,explicit,a,Cataclysm,3.506007504,present,Sem_all,1,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,1.174130885981249
EOF001,2,Study1&2,explicit,a,Contrition,1.748689844,absent,Sem_all,0,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,-0.5755448989663154
EOF001,2,Study1&2,explicit,a,Debacle,2.900838647,present,Sem_all,0,15,62,33,39,27,30,26,126,-1.100821008844314,-0.7622902492908359,0.9804382185915173,0.5407362493871873,-0.35174776335921903,-0.43237256926658924,-0.040335460704235826,-0.23635401498541253,-0.13873691070313288,0.571593667469887
